well_id,corr_lag0,best_lag_ft,overlap_pts
d1457cc5,0.7761428617463557,0.0,1886
d1ecf309,0.8845456849887792,0.0,1833
d1ee630d,0.8804371559753,-0.5,1242
d217e0c5,0.8545320094757474,0.5,1655
d24ff243,0.8715223792852776,0.0,1218
d273674e,0.8787110979651143,0.25,4246
d2f3b1ab,0.838852124601318,-0.5,1054
d3df146b,0.7591468993015359,0.0,2446
d40f61d5,0.7932492596056253,3.0,1564
d41beaf2,0.9365964783971221,-0.25,2574
d463e527,0.7766589466813305,-0.5,4539
d4f60a28,0.6754327465824417,3.0,1701
d50c649a,0.8598239155468902,0.0,1238
d543916f,0.927241116108246,0.0,1117
d5df0ff5,0.8478043178427472,-0.5,868
d60430e6,0.16081019929986223,-5.0,700
d63196fe,0.7949943664573643,0.0,1213
d6c320d9,0.8735462135029587,0.0,1088
d6dd7330,0.843859557689937,0.0,2301
d7ba4f9d,0.7270718595382932,-1.5,1200
d7eb0be8,0.8256012516311535,-0.5,1556
d84b621b,0.8023152375925877,-4.5,1595
d90aa14c,0.9231369014259979,0.0,813
d924e971,0.861045532655529,0.0,3039
d9ae59b2,0.8341996869114481,1.0,1317
d9d6d94d,0.6724969786973342,0.0,1183
d9eca87b,0.7491587825592875,0.5,1455
da2d4d7c,0.8278271129997755,0.0,882
da3bfe4e,0.5650275367915063,0.0,1104
da3cf798,0.9443669357136868,-0.5,1595
da940160,0.8780008854476568,0.5,1715
dafc88c3,0.8487907564822601,0.0,970
dbee6c86,0.8161312866288636,0.5,1706
dc5fbe29,0.9356840633629817,0.0,1536
dc7da28f,0.9667944871410602,0.0,870
dc7f9757,0.8906294433662499,0.0,1707
dd168de0,0.7700210071469994,0.5,1477
dd64382d,0.9492597768333989,0.5,1683
dd6bc5b2,0.9110609851771693,0.5,2211
dd7d638e,0.9013806869898501,0.0,1539
ddc790ff,0.8348188348786731,0.5,1779
df71d1ff,0.7855866356275023,0.5,1332
df73b8f3,0.7665471176776597,0.5,1558
df8290be,0.8342934390910514,0.5,1434
e0079ed1,0.8973905332686025,-0.25,2401
e03b45fd,0.7268039789906892,0.5,1549
e0f36d98,0.9227940579196799,0.0,1307
e149204f,0.8437024098709089,0.0,1025
e14d641e,0.8752956587563724,0.0,1567
e161bd0c,0.7905950253082181,3.5,1762
e201fd6d,0.6736249429748415,0.0,1614
e25f1537,0.9286920225308204,-0.5,1614
e2fc7745,0.8694111553230117,0.0,1578
e32da4ec,0.8258401644764274,0.0,954
e3b34f5b,0.8502137437551024,0.0,2559
e45a2a62,0.8870778527447494,0.5,1308
e46f4ef4,0.7250935734872498,14.0,1488
e4726608,0.8722468656581402,0.0,1131
e5864244,0.7506700059738682,-0.5,1454
e5c92e59,0.8691941129210119,0.0,2674
e5ff9fd2,0.8402159034462243,0.0,1814
e6c55748,0.9437849510855643,0.0,1259
e730c32b,0.8411043542831493,0.0,1841
e737965a,0.6484833472825647,-3.0,658
e748dd88,0.8371305321971927,-0.75,2231
e7818f7a,0.9274635400636234,0.0,1298
e7c36e81,0.7952336875279208,0.0,1886
e7d0c1de,0.8899855341386655,0.0,1526
e85074c5,0.7193959263796382,3.5,1186
e97032ad,0.7243659788319483,0.0,1908
e9949a23,0.8001247581786183,-2.5,1796
ea0b99b7,0.7041592560963066,0.0,1345
ea3a0e38,0.972425663960962,0.0,2977
ea41324e,0.8838708803231955,-0.5,1371
eabc711b,0.8075561999701174,-0.5,1830
eac10e86,0.8469232004435183,-0.5,1103
eafb863e,0.7811329613926464,0.0,1201
eb06a4e7,0.8629965130636624,0.5,1791
eb640a35,0.9614406271159587,-0.5,1460
eb934281,0.8822822119024027,0.0,1639
eba6605e,0.8799670821958856,0.0,1477
ebe69318,0.8196220122255101,0.0,1768
ec0d597b,0.9597851711726754,0.0,841
ec13af42,0.8542674860958025,-0.5,1098
ecdab904,0.6594644722279898,-11.5,828
ecdaf714,0.8095284554665009,0.0,1479
ed6436d6,0.8350913405210735,0.0,1937
ed6e6e54,0.7828598942654917,0.0,1601
edf885a3,0.8885071215569519,0.0,1519
ee0300f7,0.7591784245592511,0.5,1683
ee288beb,0.9271294072612528,0.0,1244
ee4aecac,0.7786279928019635,0.0,854
eeda36f5,0.6851140175912814,0.0,957
eeed308d,0.8427740810827098,0.0,912
ef04658e,0.9462721791504335,0.0,1609
ef8e3ed0,0.9050916848284218,0.0,990
efde6ac3,0.9419060147730199,0.0,1400
efe96181,0.9523227708594144,0.0,1810
f0188a48,0.9102668209809927,0.0,1230
f021b650,0.7945673725372572,0.0,705
f03f10fe,0.8808109907630384,0.0,1275
f053a1b9,0.7615979686453047,1.0,1620
f074d277,0.5953463237892487,-0.5,2243
f07d7037,0.9044721103468203,-0.5,1903
f08774c3,0.7792352156368919,-1.0,1693
f140c2fa,0.6089005516836486,-3.5,1808
f16e25e3,0.9111376186146691,0.0,1554
f2d4c8c9,0.8052133355246488,0.0,1163
f321a31c,0.8951112713571657,0.0,935
f40cd091,0.7791279507623587,0.0,1131
f439a621,0.9547225823343636,0.0,1440
f49fdea3,0.8395928669114531,0.0,646
f4d12d23,0.7866689449292064,0.0,1699
f56d3ace,0.9382973170195231,0.0,1703
f5859199,0.7109452179454201,-0.5,1593
f5d8aab6,0.959775713925191,0.0,1957
f631da6e,0.8419988153181222,-0.5,1188
f6824bb0,0.7504821248597465,4.0,1826
f6bc699b,0.93830077612006,0.25,2957
f6d009f4,0.885183397126642,0.0,1980
f72b268f,0.8110611110014836,0.5,1029
f8662c22,0.7923197308197253,1.5,1064
f88ddb26,0.8224464232878628,0.0,834
f8afa78a,0.738665726487658,0.5,968
f8f59188,0.898740734913034,0.5,1876
f9fc81aa,0.5374052250046913,-7.0,1119
fa16d114,0.8056176453885692,-0.5,637
fa31da94,0.8148490445205124,0.0,3117
fa667be2,0.6127412233558537,0.0,1021
fae0c593,0.9584899365876856,0.0,1640
fb03ae90,0.8102265361996993,0.5,1663
fb0904bd,0.9287472261904552,-0.25,3289
fb3848a1,0.7801705103882025,0.0,902
fb73b13a,0.855173601252911,0.0,1527
fba7683c,0.815924566594147,0.0,1757
fbd68d27,0.4901513435226249,18.5,1294
fc03f21f,0.9174938497995535,0.0,1766
fc0d20b2,0.8244653370993217,0.0,849
fcfcc902,0.9137008526869875,-1.5,1633
fd3b4faa,0.8906202982986899,0.5,1758
fd710aea,0.8489108705452143,-0.5,1476
fd8f77fa,0.8935350112142563,0.0,1732
fde20ecf,0.8380827525886076,0.5,1671
fdfd57da,0.9242325156927355,0.0,1964
febb4411,0.748171200045485,-0.5,1835
fef8af96,0.9203408909189338,0.0,1085
ff0aea78,0.8896650456490492,0.0,1536
ff8bb73a,0.9604965606647108,0.0,3335
ffefef30,0.7302747671871137,10.5,1548
